distribution,flaw,magnitude,vis,parameter,id,index,training,correct,rt,vizIndex,excluded
normal,gap,25,scatter,0.0875,5ab2d60d580b9900017303a9,6,1,1,2932,viz8,0
normal,spike,25,density,0.0175,5ab2d60d580b9900017303a9,7,1,1,3258,viz10,0
normal,spike,25,histogram,28,5ab2d60d580b9900017303a9,8,1,1,3402,viz9,0
normal,spike,25,scatter,0.0875,5ab2d60d580b9900017303a9,9,1,1,4145,viz19,0
normal,gap,15,density,0.07,5ab2d60d580b9900017303a9,10,0,0,14371,viz4,0
normal,gap,10,histogram,28,5ab2d60d580b9900017303a9,11,0,0,6000,viz19,0
normal,outliers,15,scatter,0.35,5ab2d60d580b9900017303a9,12,0,1,6803,viz14,0
normal,gap,20,density,0.035,5ab2d60d580b9900017303a9,13,0,1,7113,viz8,0
normal,spike,10,density,0.07,5ab2d60d580b9900017303a9,14,0,0,3452,viz17,0
normal,outliers,15,scatter,0.175,5ab2d60d580b9900017303a9,15,0,0,3723,viz7,0
normal,spike,15,histogram,7,5ab2d60d580b9900017303a9,16,0,0,5319,viz8,0
normal,gap,20,histogram,7,5ab2d60d580b9900017303a9,17,0,0,12817,viz17,0
normal,outliers,10,histogram,14,5ab2d60d580b9900017303a9,18,0,0,6624,viz19,0
normal,gap,15,histogram,28,5ab2d60d580b9900017303a9,19,0,0,10009,viz20,0
normal,spike,10,histogram,14,5ab2d60d580b9900017303a9,20,0,1,4518,viz10,0
normal,outliers,15,density,0.07,5ab2d60d580b9900017303a9,21,0,0,6387,viz1,0
normal,outliers,15,density,0.0175,5ab2d60d580b9900017303a9,22,0,0,4971,viz1,0
normal,spike,20,scatter,0.0875,5ab2d60d580b9900017303a9,23,0,0,15300,viz10,0
normal,gap,20,scatter,0.35,5ab2d60d580b9900017303a9,24,0,1,11828,viz4,0
normal,outliers,20,density,0.035,5ab2d60d580b9900017303a9,25,0,0,8068,viz18,0
normal,gap,10,density,0.035,5ab2d60d580b9900017303a9,26,0,0,36189,viz2,0
normal,spike,20,scatter,0.35,5ab2d60d580b9900017303a9,27,0,0,13182,viz11,0
normal,outliers,15,scatter,0.0875,5ab2d60d580b9900017303a9,28,0,0,4916,viz8,0
normal,outliers,20,scatter,0.35,5ab2d60d580b9900017303a9,29,0,0,5655,viz13,0
normal,outliers,20,histogram,14,5ab2d60d580b9900017303a9,30,0,0,7409,viz5,0
normal,outliers,15,histogram,7,5ab2d60d580b9900017303a9,31,0,0,4615,viz4,0
normal,outliers,10,histogram,7,5ab2d60d580b9900017303a9,32,0,0,4764,viz13,0
normal,spike,10,scatter,0.35,5ab2d60d580b9900017303a9,33,0,0,21974,viz9,0
normal,outliers,10,scatter,0.175,5ab2d60d580b9900017303a9,34,0,0,15345,viz12,0
normal,spike,15,scatter,0.35,5ab2d60d580b9900017303a9,35,0,0,36400,viz10,0
normal,gap,10,density,0.0175,5ab2d60d580b9900017303a9,36,0,0,3893,viz11,0
normal,gap,10,density,0.07,5ab2d60d580b9900017303a9,37,0,0,6866,viz15,0
normal,outliers,20,scatter,0.175,5ab2d60d580b9900017303a9,38,0,0,4793,viz19,0
normal,gap,20,density,0.0175,5ab2d60d580b9900017303a9,39,0,0,7301,viz14,0
normal,spike,15,scatter,0.175,5ab2d60d580b9900017303a9,40,0,0,13382,viz17,0
normal,gap,15,scatter,0.0875,5ab2d60d580b9900017303a9,41,0,1,4070,viz20,0
normal,gap,15,scatter,0.175,5ab2d60d580b9900017303a9,42,0,0,6256,viz19,0
normal,outliers,10,scatter,0.0875,5ab2d60d580b9900017303a9,43,0,0,4035,viz18,0
normal,outliers,20,density,0.07,5ab2d60d580b9900017303a9,44,0,0,3733,viz8,0
normal,spike,10,density,0.035,5ab2d60d580b9900017303a9,45,0,0,4542,viz14,0
normal,outliers,15,histogram,14,5ab2d60d580b9900017303a9,46,0,0,4173,viz3,0
normal,gap,10,scatter,0.35,5ab2d60d580b9900017303a9,47,0,0,6782,viz6,0
normal,outliers,20,histogram,7,5ab2d60d580b9900017303a9,48,0,0,4610,viz9,0
normal,outliers,10,density,0.07,5ab2d60d580b9900017303a9,49,0,0,4103,viz17,0
normal,outliers,10,scatter,0.35,5ab2d60d580b9900017303a9,50,0,0,4031,viz11,0
normal,spike,15,density,0.0175,5ab2d60d580b9900017303a9,51,0,1,6920,viz17,0
normal,spike,20,histogram,7,5ab2d60d580b9900017303a9,52,0,0,6447,viz8,0
normal,gap,20,scatter,0.175,5ab2d60d580b9900017303a9,53,0,0,3726,viz8,0
normal,outliers,20,density,0.0175,5ab2d60d580b9900017303a9,54,0,0,8457,viz1,0
normal,gap,20,scatter,0.0875,5ab2d60d580b9900017303a9,55,0,1,9880,viz20,0
normal,spike,15,density,0.035,5ab2d60d580b9900017303a9,56,0,1,2618,viz4,0
normal,gap,15,histogram,7,5ab2d60d580b9900017303a9,57,0,0,8832,viz11,0
normal,gap,15,density,0.035,5ab2d60d580b9900017303a9,58,0,0,6188,viz6,0
normal,spike,10,scatter,0.0875,5ab2d60d580b9900017303a9,59,0,0,5369,viz8,0
normal,spike,20,histogram,14,5ab2d60d580b9900017303a9,60,0,1,3300,viz5,0
normal,gap,20,histogram,28,5ab2d60d580b9900017303a9,61,0,0,11217,viz15,0
normal,spike,10,density,0.0175,5ab2d60d580b9900017303a9,62,0,0,4120,viz7,0
normal,outliers,10,histogram,28,5ab2d60d580b9900017303a9,63,0,0,5796,viz20,0
normal,spike,20,density,0.0175,5ab2d60d580b9900017303a9,64,0,1,2614,viz8,0
normal,spike,20,density,0.07,5ab2d60d580b9900017303a9,65,0,1,7123,viz15,0
normal,spike,15,scatter,0.0875,5ab2d60d580b9900017303a9,66,0,0,17329,viz17,0
normal,gap,15,histogram,14,5ab2d60d580b9900017303a9,67,0,1,5874,viz11,0
normal,spike,20,scatter,0.175,5ab2d60d580b9900017303a9,68,0,1,14670,viz1,0
normal,outliers,15,histogram,28,5ab2d60d580b9900017303a9,69,0,0,4998,viz16,0
normal,outliers,20,histogram,28,5ab2d60d580b9900017303a9,70,0,0,12875,viz19,0
normal,gap,20,density,0.07,5ab2d60d580b9900017303a9,71,0,1,4353,viz6,0
normal,spike,15,histogram,14,5ab2d60d580b9900017303a9,72,0,1,4152,viz20,0
normal,spike,10,histogram,28,5ab2d60d580b9900017303a9,73,0,1,3010,viz1,0
normal,spike,20,histogram,28,5ab2d60d580b9900017303a9,74,0,1,7127,viz1,0
normal,gap,15,scatter,0.35,5ab2d60d580b9900017303a9,75,0,1,6384,viz2,0
normal,outliers,15,density,0.035,5ab2d60d580b9900017303a9,76,0,0,5258,viz1,0
normal,spike,15,density,0.07,5ab2d60d580b9900017303a9,77,0,0,7467,viz20,0
normal,outliers,10,density,0.035,5ab2d60d580b9900017303a9,78,0,0,20861,viz20,0
normal,outliers,20,scatter,0.0875,5ab2d60d580b9900017303a9,79,0,0,8456,viz4,0
normal,gap,10,scatter,0.0875,5ab2d60d580b9900017303a9,80,0,0,15158,viz15,0
normal,gap,10,histogram,14,5ab2d60d580b9900017303a9,81,0,1,21726,viz4,0
normal,spike,20,density,0.035,5ab2d60d580b9900017303a9,82,0,1,3803,viz14,0
normal,outliers,10,density,0.0175,5ab2d60d580b9900017303a9,83,0,0,4136,viz3,0
normal,spike,10,scatter,0.175,5ab2d60d580b9900017303a9,84,0,0,6108,viz7,0
normal,gap,10,histogram,7,5ab2d60d580b9900017303a9,85,0,0,4184,viz16,0
normal,gap,15,density,0.0175,5ab2d60d580b9900017303a9,86,0,0,3809,viz15,0
normal,spike,10,histogram,7,5ab2d60d580b9900017303a9,87,0,0,7465,viz3,0
normal,gap,10,scatter,0.175,5ab2d60d580b9900017303a9,88,0,0,5109,viz2,0
normal,gap,20,histogram,14,5ab2d60d580b9900017303a9,89,0,1,3711,viz20,0
normal,spike,15,histogram,28,5ab2d60d580b9900017303a9,90,0,1,3738,viz7,0
normal,outliers,25,density,0.0175,5ab4e2860527ba0001c16b95,1,1,1,23785,viz18,0
normal,outliers,25,histogram,28,5ab4e2860527ba0001c16b95,2,1,0,16491,viz16,0
normal,outliers,25,density,0.0175,5ab549eafa3b4e000172c75e,1,1,0,46472,viz11,0
normal,outliers,25,histogram,28,5ab549eafa3b4e000172c75e,2,1,0,12086,viz19,0
normal,outliers,25,scatter,0.0875,5ab549eafa3b4e000172c75e,3,1,0,18167,viz14,0
normal,gap,25,density,0.0175,5ab549eafa3b4e000172c75e,4,1,1,14296,viz18,0
normal,gap,25,histogram,28,5ab549eafa3b4e000172c75e,5,1,0,17664,viz20,0
normal,gap,25,scatter,0.0875,5ab549eafa3b4e000172c75e,6,1,0,8471,viz11,0
normal,spike,25,density,0.0175,5ab549eafa3b4e000172c75e,7,1,1,5049,viz7,0
normal,spike,25,histogram,28,5ab549eafa3b4e000172c75e,8,1,1,5967,viz5,0
normal,spike,25,scatter,0.0875,5ab549eafa3b4e000172c75e,9,1,0,6618,viz9,0
normal,outliers,15,density,0.035,5ab549eafa3b4e000172c75e,10,0,1,13387,viz10,0
normal,gap,20,histogram,14,5ab549eafa3b4e000172c75e,11,0,0,15145,viz5,0
normal,spike,10,density,0.0175,5ab549eafa3b4e000172c75e,12,0,1,4449,viz18,0
normal,outliers,10,density,0.0175,5ab549eafa3b4e000172c75e,13,0,1,4034,viz1,0
normal,outliers,10,histogram,28,5ab549eafa3b4e000172c75e,14,0,0,6114,viz15,0
normal,outliers,15,scatter,0.175,5ab549eafa3b4e000172c75e,15,0,1,97454,viz11,0
normal,outliers,20,histogram,28,5ab549eafa3b4e000172c75e,16,0,1,3138,viz2,0
normal,outliers,15,histogram,14,5ab549eafa3b4e000172c75e,17,0,1,15115,viz12,0
normal,outliers,15,density,0.07,5ab549eafa3b4e000172c75e,18,0,1,20102,viz5,0
normal,gap,15,scatter,0.35,5ab549eafa3b4e000172c75e,19,0,0,6145,viz4,0
normal,spike,10,histogram,14,5ab549eafa3b4e000172c75e,20,0,0,8744,viz9,0
normal,outliers,15,histogram,7,5ab549eafa3b4e000172c75e,21,0,0,69498,viz8,0
normal,spike,15,density,0.035,5ab549eafa3b4e000172c75e,22,0,0,5086,viz13,0
normal,spike,10,scatter,0.175,5ab549eafa3b4e000172c75e,23,0,0,18706,viz1,0
normal,gap,15,density,0.035,5ab549eafa3b4e000172c75e,24,0,1,6414,viz11,0
normal,spike,20,histogram,28,5ab549eafa3b4e000172c75e,25,0,1,7287,viz9,0
normal,gap,20,histogram,28,5ab549eafa3b4e000172c75e,26,0,1,8001,viz10,0
normal,spike,10,density,0.035,5ab549eafa3b4e000172c75e,27,0,0,8656,viz11,0
normal,outliers,20,scatter,0.35,5ab549eafa3b4e000172c75e,28,0,0,3243,viz4,0
normal,gap,10,scatter,0.0875,5ab549eafa3b4e000172c75e,29,0,0,6178,viz5,0
normal,gap,15,density,0.0175,5ab549eafa3b4e000172c75e,30,0,0,8802,viz15,0
normal,gap,10,histogram,14,5ab549eafa3b4e000172c75e,31,0,0,12533,viz6,0
normal,outliers,20,scatter,0.0875,5ab549eafa3b4e000172c75e,32,0,1,3259,viz3,0
normal,spike,15,histogram,28,5ab549eafa3b4e000172c75e,33,0,0,7580,viz3,0
normal,gap,10,histogram,7,5ab549eafa3b4e000172c75e,34,0,0,3351,viz7,0
normal,spike,15,scatter,0.0875,5ab549eafa3b4e000172c75e,35,0,0,4239,viz5,0
normal,outliers,15,density,0.0175,5ab549eafa3b4e000172c75e,36,0,0,7568,viz9,0
normal,outliers,15,histogram,28,5ab549eafa3b4e000172c75e,37,0,1,5242,viz15,0
normal,outliers,15,scatter,0.35,5ab549eafa3b4e000172c75e,38,0,1,5258,viz13,0
normal,gap,20,scatter,0.175,5ab549eafa3b4e000172c75e,39,0,1,5160,viz9,0
normal,spike,15,histogram,14,5ab549eafa3b4e000172c75e,40,0,0,4768,viz14,0
normal,spike,20,scatter,0.35,5ab549eafa3b4e000172c75e,41,0,0,10223,viz10,0
normal,outliers,10,histogram,14,5ab549eafa3b4e000172c75e,42,0,0,3807,viz11,0
normal,outliers,10,scatter,0.175,5ab549eafa3b4e000172c75e,43,0,0,4686,viz11,0
normal,gap,20,scatter,0.35,5ab549eafa3b4e000172c75e,44,0,0,37272,viz10,0
normal,gap,15,scatter,0.175,5ab549eafa3b4e000172c75e,45,0,1,3823,viz6,0
normal,spike,20,histogram,14,5ab549eafa3b4e000172c75e,46,0,0,7197,viz10,0
normal,spike,15,histogram,7,5ab549eafa3b4e000172c75e,47,0,1,4639,viz19,0
normal,outliers,20,density,0.0175,5ab549eafa3b4e000172c75e,48,0,0,51979,viz3,0
normal,spike,20,density,0.035,5ab549eafa3b4e000172c75e,49,0,1,3195,viz7,0
normal,spike,10,histogram,28,5ab549eafa3b4e000172c75e,50,0,0,6977,viz15,0
normal,outliers,15,scatter,0.0875,5ab549eafa3b4e000172c75e,51,0,1,3414,viz5,0
normal,gap,20,histogram,7,5ab549eafa3b4e000172c75e,52,0,0,10840,viz6,0
normal,outliers,20,histogram,14,5ab549eafa3b4e000172c75e,53,0,1,5632,viz16,0
normal,spike,20,scatter,0.0875,5ab549eafa3b4e000172c75e,54,0,0,6121,viz5,0
normal,outliers,10,density,0.07,5ab549eafa3b4e000172c75e,55,0,1,12209,viz16,0
normal,gap,10,scatter,0.35,5ab549eafa3b4e000172c75e,56,0,0,6529,viz3,0
normal,gap,10,density,0.0175,5ab549eafa3b4e000172c75e,57,0,0,3831,viz2,0
normal,gap,15,histogram,14,5ab549eafa3b4e000172c75e,58,0,1,5681,viz16,0
normal,spike,10,scatter,0.0875,5ab549eafa3b4e000172c75e,59,0,1,4522,viz3,0
normal,gap,15,density,0.07,5ab549eafa3b4e000172c75e,60,0,1,8765,viz19,0
normal,gap,20,density,0.035,5ab549eafa3b4e000172c75e,61,0,1,11069,viz1,0
normal,gap,20,scatter,0.0875,5ab549eafa3b4e000172c75e,62,0,1,4768,viz1,0
normal,gap,15,histogram,28,5ab549eafa3b4e000172c75e,63,0,1,5624,viz16,0
normal,spike,10,histogram,7,5ab549eafa3b4e000172c75e,64,0,0,5624,viz10,0
normal,spike,15,density,0.07,5ab549eafa3b4e000172c75e,65,0,0,9642,viz19,0
normal,gap,15,scatter,0.0875,5ab549eafa3b4e000172c75e,66,0,0,14967,viz3,0
normal,outliers,20,scatter,0.175,5ab549eafa3b4e000172c75e,67,0,1,4441,viz13,0
normal,spike,10,density,0.07,5ab549eafa3b4e000172c75e,68,0,0,4710,viz11,0
normal,spike,10,scatter,0.35,5ab549eafa3b4e000172c75e,69,0,0,7670,viz17,0
normal,gap,10,density,0.07,5ab549eafa3b4e000172c75e,70,0,0,5354,viz6,0
normal,outliers,10,density,0.035,5ab549eafa3b4e000172c75e,71,0,0,5737,viz5,0
normal,spike,15,density,0.0175,5ab549eafa3b4e000172c75e,72,0,1,4263,viz8,0
normal,spike,20,scatter,0.175,5ab549eafa3b4e000172c75e,73,0,1,4386,viz11,0
normal,outliers,20,density,0.07,5ab549eafa3b4e000172c75e,74,0,1,5166,viz8,0
normal,gap,10,scatter,0.175,5ab549eafa3b4e000172c75e,75,0,0,4799,viz6,0
normal,spike,20,histogram,7,5ab549eafa3b4e000172c75e,76,0,0,5102,viz19,0
normal,gap,20,density,0.07,5ab549eafa3b4e000172c75e,77,0,0,9837,viz6,0
normal,outliers,20,density,0.035,5ab549eafa3b4e000172c75e,78,0,1,3667,viz9,0
normal,outliers,10,scatter,0.0875,5ab549eafa3b4e000172c75e,79,0,0,15937,viz18,0
normal,spike,15,scatter,0.175,5ab549eafa3b4e000172c75e,80,0,1,5176,viz16,0
normal,outliers,10,histogram,7,5ab549eafa3b4e000172c75e,81,0,0,6937,viz15,0
normal,gap,10,density,0.035,5ab549eafa3b4e000172c75e,82,0,0,5477,viz7,0
normal,spike,20,density,0.07,5ab549eafa3b4e000172c75e,83,0,0,4606,viz15,0
normal,gap,10,histogram,28,5ab549eafa3b4e000172c75e,84,0,0,8598,viz11,0
normal,spike,20,density,0.0175,5ab549eafa3b4e000172c75e,85,0,1,3252,viz11,0
normal,gap,15,histogram,7,5ab549eafa3b4e000172c75e,86,0,0,64798,viz19,0
normal,outliers,20,histogram,7,5ab549eafa3b4e000172c75e,87,0,1,4581,viz12,0
normal,outliers,10,scatter,0.35,5ab549eafa3b4e000172c75e,88,0,1,3466,viz3,0
normal,spike,15,scatter,0.35,5ab549eafa3b4e000172c75e,89,0,1,9789,viz16,0
normal,gap,20,density,0.0175,5ab549eafa3b4e000172c75e,90,0,1,4880,viz10,0
normal,outliers,25,density,0.0175,5ab552656db3e700011bea12,1,1,1,23084,viz12,0
normal,outliers,25,histogram,28,5ab552656db3e700011bea12,2,1,1,14138,viz11,0
normal,outliers,25,scatter,0.0875,5ab552656db3e700011bea12,3,1,0,16840,viz15,0
normal,gap,25,density,0.0175,5ab552656db3e700011bea12,4,1,0,19572,viz8,0
normal,gap,25,histogram,28,5ab552656db3e700011bea12,5,1,0,9334,viz3,0
normal,gap,25,scatter,0.0875,5ab552656db3e700011bea12,6,1,1,9656,viz20,0
normal,spike,25,density,0.0175,5ab552656db3e700011bea12,7,1,1,8020,viz9,0
normal,spike,25,histogram,28,5ab552656db3e700011bea12,8,1,1,5832,viz3,0
normal,spike,25,scatter,0.0875,5ab552656db3e700011bea12,9,1,0,9294,viz5,0
normal,gap,20,density,0.0175,5ab552656db3e700011bea12,10,0,0,14092,viz7,0
normal,gap,15,density,0.0175,5ab552656db3e700011bea12,11,0,0,27872,viz13,0
normal,gap,15,scatter,0.175,5ab552656db3e700011bea12,12,0,0,8124,viz13,0
normal,spike,15,density,0.0175,5ab552656db3e700011bea12,13,0,0,18444,viz3,0
normal,gap,20,density,0.035,5ab552656db3e700011bea12,14,0,0,20018,viz15,0
normal,gap,15,density,0.07,5ab552656db3e700011bea12,15,0,1,5796,viz6,0
normal,gap,20,scatter,0.35,5ab552656db3e700011bea12,16,0,0,5584,viz18,0
normal,outliers,15,histogram,28,5ab552656db3e700011bea12,17,0,1,3696,viz12,0
normal,spike,10,density,0.07,5ab552656db3e700011bea12,18,0,0,6608,viz6,0
normal,gap,10,scatter,0.35,5ab552656db3e700011bea12,19,0,0,7668,viz13,0
normal,outliers,20,density,0.0175,5ab552656db3e700011bea12,20,0,1,11184,viz17,0
normal,outliers,20,scatter,0.175,5ab552656db3e700011bea12,21,0,0,6280,viz3,0
normal,gap,10,histogram,7,5ab552656db3e700011bea12,22,0,0,18116,viz13,0
normal,outliers,15,density,0.07,5ab552656db3e700011bea12,23,0,1,4976,viz6,0
normal,outliers,15,histogram,14,5ab552656db3e700011bea12,24,0,1,5040,viz14,0
normal,spike,10,density,0.0175,5ab552656db3e700011bea12,25,0,0,6768,viz15,0
normal,spike,10,histogram,28,5ab552656db3e700011bea12,26,0,1,6960,viz18,0
normal,gap,20,histogram,7,5ab552656db3e700011bea12,27,0,0,11288,viz9,0
normal,spike,15,scatter,0.175,5ab552656db3e700011bea12,28,0,0,6280,viz10,0
normal,spike,20,histogram,7,5ab552656db3e700011bea12,29,0,1,7604,viz6,0
normal,spike,10,scatter,0.35,5ab552656db3e700011bea12,30,0,0,9668,viz9,0
normal,gap,10,histogram,14,5ab552656db3e700011bea12,31,0,0,6136,viz14,0
normal,spike,15,scatter,0.0875,5ab552656db3e700011bea12,32,0,1,6064,viz16,0
normal,gap,10,scatter,0.175,5ab552656db3e700011bea12,33,0,0,4636,viz15,0
normal,outliers,20,scatter,0.35,5ab552656db3e700011bea12,34,0,0,4408,viz17,0
normal,outliers,10,density,0.07,5ab552656db3e700011bea12,35,0,1,3288,viz13,0
normal,gap,20,histogram,28,5ab552656db3e700011bea12,36,0,1,3252,viz6,0
normal,outliers,10,scatter,0.35,5ab552656db3e700011bea12,37,0,0,3992,viz10,0
normal,spike,20,density,0.035,5ab552656db3e700011bea12,38,0,0,6856,viz20,0
normal,gap,15,scatter,0.35,5ab552656db3e700011bea12,39,0,0,4288,viz12,0
normal,spike,10,histogram,7,5ab552656db3e700011bea12,40,0,0,5032,viz4,0
normal,outliers,20,density,0.07,5ab552656db3e700011bea12,41,0,1,2724,viz2,0
normal,gap,10,density,0.0175,5ab552656db3e700011bea12,42,0,0,4552,viz13,0
normal,outliers,20,histogram,28,5ab552656db3e700011bea12,43,0,0,5936,viz20,0
normal,gap,15,histogram,14,5ab552656db3e700011bea12,44,0,0,7912,viz20,0
normal,gap,10,density,0.035,5ab552656db3e700011bea12,45,0,0,8432,viz8,0
normal,outliers,15,scatter,0.175,5ab552656db3e700011bea12,46,0,0,3036,viz7,0
normal,outliers,10,histogram,28,5ab552656db3e700011bea12,47,0,1,3948,viz1,0
normal,outliers,20,scatter,0.0875,5ab552656db3e700011bea12,48,0,0,5188,viz18,0
normal,spike,10,density,0.035,5ab552656db3e700011bea12,49,0,0,13840,viz17,0
normal,spike,15,histogram,14,5ab552656db3e700011bea12,50,0,0,5228,viz16,0
normal,spike,10,scatter,0.0875,5ab552656db3e700011bea12,51,0,0,4826,viz20,0
normal,gap,15,scatter,0.0875,5ab552656db3e700011bea12,52,0,1,7724,viz2,0
normal,gap,20,scatter,0.0875,5ab552656db3e700011bea12,53,0,0,7868,viz18,0
normal,outliers,10,density,0.035,5ab552656db3e700011bea12,54,0,1,4440,viz4,0
normal,outliers,10,scatter,0.175,5ab552656db3e700011bea12,55,0,0,8636,viz4,0
normal,outliers,15,histogram,7,5ab552656db3e700011bea12,56,0,0,3784,viz3,0
normal,gap,10,density,0.07,5ab552656db3e700011bea12,57,0,0,5568,viz16,0
normal,gap,15,density,0.035,5ab552656db3e700011bea12,58,0,0,6176,viz18,0
normal,spike,15,density,0.07,5ab552656db3e700011bea12,59,0,0,4402,viz10,0
normal,outliers,10,scatter,0.0875,5ab552656db3e700011bea12,60,0,0,5648,viz1,0
normal,outliers,15,density,0.0175,5ab552656db3e700011bea12,61,0,0,4828,viz4,0
normal,spike,20,scatter,0.0875,5ab552656db3e700011bea12,62,0,1,5708,viz12,0
normal,outliers,15,scatter,0.35,5ab552656db3e700011bea12,63,0,1,4696,viz6,0
normal,outliers,20,histogram,7,5ab552656db3e700011bea12,64,0,1,4172,viz6,0
normal,outliers,15,density,0.035,5ab552656db3e700011bea12,65,0,1,4644,viz7,0
normal,spike,20,scatter,0.175,5ab552656db3e700011bea12,66,0,0,6352,viz18,0
normal,gap,20,density,0.07,5ab552656db3e700011bea12,67,0,0,3948,viz8,0
normal,outliers,20,density,0.035,5ab552656db3e700011bea12,68,0,1,5056,viz4,0
normal,gap,15,histogram,28,5ab552656db3e700011bea12,69,0,0,8938,viz17,0
normal,gap,15,histogram,7,5ab552656db3e700011bea12,70,0,0,7704,viz9,0
normal,spike,20,density,0.07,5ab552656db3e700011bea12,71,0,0,19400,viz3,0
normal,gap,10,scatter,0.0875,5ab552656db3e700011bea12,72,0,0,5480,viz14,0
normal,gap,10,histogram,28,5ab552656db3e700011bea12,73,0,0,3700,viz18,0
normal,outliers,10,histogram,14,5ab552656db3e700011bea12,74,0,0,4572,viz12,0
normal,spike,15,scatter,0.35,5ab552656db3e700011bea12,75,0,0,6112,viz13,0
normal,outliers,10,histogram,7,5ab552656db3e700011bea12,76,0,1,3428,viz5,0
normal,outliers,20,histogram,14,5ab552656db3e700011bea12,77,0,0,4784,viz20,0
normal,outliers,10,density,0.0175,5ab552656db3e700011bea12,78,0,0,4392,viz15,0
normal,spike,20,density,0.0175,5ab552656db3e700011bea12,79,0,0,4248,viz4,0
normal,gap,20,histogram,14,5ab552656db3e700011bea12,80,0,1,6976,viz11,0
normal,spike,15,histogram,28,5ab552656db3e700011bea12,81,0,1,5064,viz2,0
normal,spike,20,histogram,14,5ab552656db3e700011bea12,82,0,1,6000,viz14,0
normal,outliers,15,scatter,0.0875,5ab552656db3e700011bea12,83,0,0,7428,viz19,0
normal,spike,15,histogram,7,5ab552656db3e700011bea12,84,0,0,7232,viz13,0
normal,spike,10,scatter,0.175,5ab552656db3e700011bea12,85,0,1,4772,viz16,0
normal,spike,20,histogram,28,5ab552656db3e700011bea12,86,0,1,4356,viz15,0
normal,gap,20,scatter,0.175,5ab552656db3e700011bea12,87,0,1,2612,viz2,0
normal,spike,15,density,0.035,5ab552656db3e700011bea12,88,0,0,5116,viz1,0
normal,spike,10,histogram,14,5ab552656db3e700011bea12,89,0,0,3572,viz15,0
normal,spike,20,scatter,0.35,5ab552656db3e700011bea12,90,0,0,3636,viz14,0
normal,outliers,25,density,0.0175,5ab5ab906db3e700011bed75%40email.prolific.ac,1,1,0,30287,viz18,0
normal,outliers,25,histogram,28,5ab5ab906db3e700011bed75%40email.prolific.ac,2,1,0,16589,viz12,0
normal,outliers,25,scatter,0.0875,5ab5ab906db3e700011bed75%40email.prolific.ac,3,1,1,7583,viz15,0
normal,gap,25,density,0.0175,5ab5ab906db3e700011bed75%40email.prolific.ac,4,1,0,19200,viz13,0
normal,gap,25,histogram,28,5ab5ab906db3e700011bed75%40email.prolific.ac,5,1,0,20132,viz19,0
normal,gap,25,scatter,0.0875,5ab5ab906db3e700011bed75%40email.prolific.ac,6,1,0,12347,viz3,0
normal,spike,25,density,0.0175,5ab5ab906db3e700011bed75%40email.prolific.ac,7,1,0,34783,viz10,0
normal,spike,25,histogram,28,5ab5ab906db3e700011bed75%40email.prolific.ac,8,1,1,20817,viz3,0
normal,spike,25,scatter,0.0875,5ab5ab906db3e700011bed75%40email.prolific.ac,9,1,1,6830,viz16,0
normal,spike,20,scatter,0.0875,5ab5ab906db3e700011bed75%40email.prolific.ac,10,0,1,6967,viz7,0
normal,outliers,10,scatter,0.35,5ab5ab906db3e700011bed75%40email.prolific.ac,11,0,0,16038,viz20,0
normal,spike,15,scatter,0.35,5ab5ab906db3e700011bed75%40email.prolific.ac,12,0,0,15512,viz2,0
normal,gap,15,density,0.0175,5ab5ab906db3e700011bed75%40email.prolific.ac,13,0,0,17705,viz10,0
normal,spike,10,density,0.0175,5ab5ab906db3e700011bed75%40email.prolific.ac,14,0,1,17458,viz9,0
normal,spike,15,scatter,0.0875,5ab5ab906db3e700011bed75%40email.prolific.ac,15,0,1,8312,viz18,0
normal,gap,20,scatter,0.35,5ab5ab906db3e700011bed75%40email.prolific.ac,16,0,0,7714,viz14,0
normal,outliers,15,histogram,7,5ab5ab906db3e700011bed75%40email.prolific.ac,17,0,0,29855,viz10,0
normal,outliers,10,density,0.035,5ab5ab906db3e700011bed75%40email.prolific.ac,18,0,0,15443,viz16,0
normal,spike,15,histogram,7,5ab5ab906db3e700011bed75%40email.prolific.ac,19,0,1,8895,viz7,0
normal,gap,15,scatter,0.35,5ab5ab906db3e700011bed75%40email.prolific.ac,20,0,0,5890,viz16,0
normal,spike,20,histogram,14,5ab5ab906db3e700011bed75%40email.prolific.ac,21,0,0,16350,viz7,0
normal,spike,10,histogram,14,5ab5ab906db3e700011bed75%40email.prolific.ac,22,0,1,11805,viz16,0
normal,spike,20,density,0.07,5ab5ab906db3e700011bed75%40email.prolific.ac,23,0,1,19635,viz13,0
normal,spike,20,density,0.0175,5ab5ab906db3e700011bed75%40email.prolific.ac,24,0,1,7979,viz5,0
normal,outliers,15,density,0.07,5ab5ab906db3e700011bed75%40email.prolific.ac,25,0,1,13647,viz4,0
normal,gap,10,histogram,7,5ab5ab906db3e700011bed75%40email.prolific.ac,26,0,0,10335,viz6,0
normal,gap,15,scatter,0.175,5ab5ab906db3e700011bed75%40email.prolific.ac,27,0,0,10905,viz18,0
normal,gap,20,density,0.0175,5ab5ab906db3e700011bed75%40email.prolific.ac,28,0,1,12640,viz8,0
normal,outliers,20,scatter,0.0875,5ab5ab906db3e700011bed75%40email.prolific.ac,29,0,0,10148,viz19,0
