distribution,flaw,magnitude,vis,parameter,id,index,training,correct,rt,vizIndex,excluded
normal,spike,15,density,0.0175,597cefff64e7b900018e61df,88,0,1,9734,viz7,0
normal,outliers,20,scatter,0.175,597cefff64e7b900018e61df,89,0,1,13339,viz7,0
normal,gap,20,histogram,28,597cefff64e7b900018e61df,90,0,0,25151,viz10,0
normal,outliers,25,density,0.0175,5984803177201f0001f137e4,1,1,0,96770,viz11,1
normal,outliers,25,histogram,28,5984803177201f0001f137e4,2,1,0,30550,viz16,1
normal,outliers,25,scatter,0.0875,5984803177201f0001f137e4,3,1,0,13479,viz1,1
normal,gap,25,density,0.0175,5984803177201f0001f137e4,4,1,0,9982,viz13,1
normal,gap,25,histogram,28,5984803177201f0001f137e4,5,1,0,4303,viz11,1
normal,gap,25,scatter,0.0875,5984803177201f0001f137e4,6,1,0,7614,viz2,1
normal,spike,25,density,0.0175,5984803177201f0001f137e4,7,1,0,6751,viz4,1
normal,spike,25,histogram,28,5984803177201f0001f137e4,8,1,0,4327,viz15,1
normal,spike,25,scatter,0.0875,5984803177201f0001f137e4,9,1,0,12094,viz3,1
normal,outliers,15,histogram,28,5984803177201f0001f137e4,10,0,0,2911,viz11,1
normal,spike,20,histogram,14,5984803177201f0001f137e4,11,0,0,6088,viz15,1
normal,outliers,15,scatter,0.35,5984803177201f0001f137e4,12,0,0,4695,viz1,1
normal,spike,10,density,0.07,5984803177201f0001f137e4,13,0,0,22230,viz12,1
normal,outliers,15,scatter,0.0875,5984803177201f0001f137e4,14,0,0,2328,viz1,1
normal,outliers,10,histogram,7,5984803177201f0001f137e4,15,0,0,2703,viz11,1
normal,outliers,10,density,0.0175,5984803177201f0001f137e4,16,0,0,3215,viz12,1
normal,gap,10,density,0.07,5984803177201f0001f137e4,17,0,0,8599,viz4,1
normal,outliers,10,scatter,0.0875,5984803177201f0001f137e4,18,0,0,7087,viz4,1
normal,gap,10,histogram,7,5984803177201f0001f137e4,19,0,0,4110,viz1,1
normal,outliers,15,density,0.07,5984803177201f0001f137e4,20,0,0,3040,viz8,1
normal,outliers,10,histogram,28,5984803177201f0001f137e4,21,0,0,5127,viz4,1
normal,gap,10,density,0.0175,5984803177201f0001f137e4,22,0,0,4224,viz16,1
normal,gap,20,density,0.035,5984803177201f0001f137e4,23,0,0,3983,viz8,1
normal,gap,10,scatter,0.175,5984803177201f0001f137e4,24,0,0,5239,viz8,1
normal,gap,20,density,0.07,5984803177201f0001f137e4,25,0,0,4653,viz16,1
normal,gap,20,density,0.0175,5984803177201f0001f137e4,26,0,0,3799,viz12,1
normal,spike,10,scatter,0.0875,5984803177201f0001f137e4,27,0,0,3343,viz16,1
normal,spike,20,histogram,7,5984803177201f0001f137e4,28,0,0,19031,viz12,1
normal,spike,15,histogram,14,5984803177201f0001f137e4,29,0,0,7271,viz11,1
normal,outliers,20,density,0.035,5984803177201f0001f137e4,30,0,0,4135,viz12,1
normal,outliers,15,histogram,7,5984803177201f0001f137e4,31,0,0,3176,viz4,1
normal,outliers,10,scatter,0.35,5984803177201f0001f137e4,32,0,0,4200,viz11,1
normal,gap,15,histogram,7,5984803177201f0001f137e4,33,0,0,3687,viz12,1
normal,outliers,10,histogram,14,5984803177201f0001f137e4,34,0,0,3766,viz16,1
normal,outliers,15,density,0.035,5984803177201f0001f137e4,35,0,0,4816,viz3,1
normal,gap,20,histogram,14,5984803177201f0001f137e4,36,0,0,2791,viz12,1
normal,outliers,10,density,0.07,5984803177201f0001f137e4,37,0,0,3166,viz4,1
normal,outliers,20,histogram,14,5984803177201f0001f137e4,38,0,0,6358,viz6,1
normal,spike,20,scatter,0.35,5984803177201f0001f137e4,39,0,0,5911,viz1,1
normal,gap,15,density,0.035,5984803177201f0001f137e4,40,0,0,3168,viz12,1
normal,spike,20,scatter,0.0875,5984803177201f0001f137e4,41,0,0,4351,viz12,1
normal,outliers,20,density,0.0175,5984803177201f0001f137e4,42,0,0,7122,viz3,1
normal,outliers,20,density,0.07,5984803177201f0001f137e4,43,0,0,2472,viz8,1
normal,gap,15,scatter,0.0875,5984803177201f0001f137e4,44,0,0,4454,viz7,1
normal,gap,15,histogram,28,5984803177201f0001f137e4,45,0,0,4047,viz12,1
normal,gap,10,scatter,0.35,5984803177201f0001f137e4,46,0,0,2568,viz2,1
normal,spike,15,density,0.07,5984803177201f0001f137e4,47,0,0,2867,viz1,1
normal,outliers,20,scatter,0.175,5984803177201f0001f137e4,48,0,0,7767,viz1,1
normal,outliers,20,histogram,28,5984803177201f0001f137e4,49,0,0,2807,viz12,1
normal,spike,20,density,0.0175,5984803177201f0001f137e4,50,0,0,3783,viz12,1
normal,gap,20,scatter,0.175,5984803177201f0001f137e4,51,0,0,4486,viz2,1
normal,outliers,15,scatter,0.175,5984803177201f0001f137e4,52,0,0,3632,viz4,1
normal,gap,20,histogram,28,5984803177201f0001f137e4,53,0,0,3552,viz7,1
normal,spike,15,histogram,28,5984803177201f0001f137e4,54,0,0,2816,viz4,1
normal,spike,15,histogram,7,5984803177201f0001f137e4,55,0,0,2696,viz3,1
normal,outliers,10,scatter,0.175,5984803177201f0001f137e4,56,0,0,5718,viz2,1
normal,gap,10,scatter,0.0875,5984803177201f0001f137e4,57,0,0,3575,viz12,1
normal,spike,10,histogram,7,5984803177201f0001f137e4,58,0,0,4111,viz4,1
normal,gap,15,histogram,14,5984803177201f0001f137e4,59,0,0,4151,viz1,1
normal,gap,10,histogram,14,5984803177201f0001f137e4,60,0,0,3728,viz8,1
normal,spike,20,scatter,0.175,5984803177201f0001f137e4,61,0,0,3455,viz15,1
normal,gap,15,density,0.0175,5984803177201f0001f137e4,62,0,0,3257,viz12,1
normal,spike,10,histogram,28,5984803177201f0001f137e4,63,0,0,3984,viz4,1
normal,gap,20,histogram,7,5984803177201f0001f137e4,64,0,0,4254,viz11,1
normal,spike,10,density,0.0175,5984803177201f0001f137e4,65,0,0,4735,viz2,1
normal,outliers,15,density,0.0175,5984803177201f0001f137e4,66,0,0,4002,viz12,1
normal,spike,10,histogram,14,5984803177201f0001f137e4,67,0,0,3656,viz16,1
normal,outliers,10,density,0.035,5984803177201f0001f137e4,68,0,0,7063,viz20,1
normal,outliers,20,scatter,0.35,5984803177201f0001f137e4,69,0,0,3063,viz12,1
normal,spike,10,density,0.035,5984803177201f0001f137e4,70,0,0,4358,viz1,1
normal,gap,10,density,0.035,5984803177201f0001f137e4,71,0,0,3606,viz16,1
normal,spike,15,scatter,0.0875,5984803177201f0001f137e4,72,0,0,3471,viz11,1
normal,spike,20,density,0.07,5984803177201f0001f137e4,73,0,0,3871,viz12,1
normal,outliers,15,histogram,14,5984803177201f0001f137e4,74,0,0,3255,viz6,1
normal,spike,10,scatter,0.175,5984803177201f0001f137e4,75,0,0,5111,viz6,1
normal,spike,10,scatter,0.35,5984803177201f0001f137e4,76,0,0,4278,viz6,1
normal,spike,20,histogram,28,5984803177201f0001f137e4,77,0,0,11606,viz11,1
normal,gap,10,histogram,28,5984803177201f0001f137e4,78,0,0,6160,viz7,1
normal,gap,15,scatter,0.35,5984803177201f0001f137e4,79,0,0,3263,viz2,1
normal,spike,15,scatter,0.175,5984803177201f0001f137e4,80,0,0,3999,viz11,1
normal,gap,15,scatter,0.175,5984803177201f0001f137e4,81,0,0,4510,viz6,1
normal,spike,15,scatter,0.35,5984803177201f0001f137e4,82,0,0,3206,viz8,1
normal,outliers,20,histogram,7,5984803177201f0001f137e4,83,0,0,4264,viz12,1
normal,spike,15,density,0.0175,5984803177201f0001f137e4,84,0,0,6063,viz13,1
normal,spike,15,density,0.035,5984803177201f0001f137e4,85,0,0,8383,viz11,1
normal,outliers,20,scatter,0.0875,5984803177201f0001f137e4,86,0,0,6142,viz4,1
normal,gap,20,scatter,0.35,5984803177201f0001f137e4,87,0,0,3120,viz1,1
normal,gap,15,density,0.07,5984803177201f0001f137e4,88,0,0,3527,viz7,1
normal,spike,20,density,0.035,5984803177201f0001f137e4,89,0,0,5496,viz12,1
normal,gap,20,scatter,0.0875,5984803177201f0001f137e4,90,0,0,3110,viz2,1
normal,outliers,25,density,0.0175,598780a5e8d50e0001d7c273,1,1,1,42985,viz8,0
normal,outliers,25,histogram,28,598780a5e8d50e0001d7c273,2,1,1,17868,viz7,0
normal,outliers,25,scatter,0.0875,598780a5e8d50e0001d7c273,3,1,1,36132,viz6,0
normal,gap,25,density,0.0175,598780a5e8d50e0001d7c273,4,1,1,80529,viz20,0
normal,gap,25,histogram,28,598780a5e8d50e0001d7c273,5,1,1,23743,viz10,0
normal,gap,25,scatter,0.0875,598780a5e8d50e0001d7c273,6,1,1,44652,viz11,0
normal,spike,25,density,0.0175,598780a5e8d50e0001d7c273,7,1,0,65980,viz3,0
normal,spike,25,histogram,28,598780a5e8d50e0001d7c273,8,1,0,39838,viz17,0
normal,spike,25,scatter,0.0875,598780a5e8d50e0001d7c273,9,1,0,17750,viz13,0
normal,gap,20,scatter,0.0875,598780a5e8d50e0001d7c273,10,0,0,31864,viz1,0
normal,spike,15,histogram,14,598780a5e8d50e0001d7c273,11,0,1,21200,viz15,0
normal,spike,10,density,0.035,598780a5e8d50e0001d7c273,12,0,0,14368,viz20,0
normal,gap,20,density,0.035,598780a5e8d50e0001d7c273,13,0,0,8736,viz8,0
normal,spike,20,histogram,14,598780a5e8d50e0001d7c273,14,0,1,5857,viz2,0
normal,outliers,20,scatter,0.35,598780a5e8d50e0001d7c273,15,0,0,10749,viz12,0
normal,outliers,25,density,0.0175,59a9b67da372d6000157ed11,1,1,1,22520,viz17,0
normal,outliers,25,histogram,28,59a9b67da372d6000157ed11,2,1,1,7552,viz5,0
normal,outliers,25,scatter,0.0875,59a9b67da372d6000157ed11,3,1,1,4533,viz19,0
normal,gap,25,density,0.0175,59a9b67da372d6000157ed11,4,1,1,8526,viz15,0
normal,gap,25,histogram,28,59a9b67da372d6000157ed11,5,1,1,4679,viz18,0
normal,gap,25,scatter,0.0875,59a9b67da372d6000157ed11,6,1,0,15912,viz2,0
normal,spike,25,density,0.0175,59a9b67da372d6000157ed11,7,1,1,4994,viz7,0
normal,spike,25,histogram,28,59a9b67da372d6000157ed11,8,1,1,7261,viz15,0
normal,spike,25,scatter,0.0875,59a9b67da372d6000157ed11,9,1,1,6233,viz9,0
normal,outliers,20,histogram,14,59a9b67da372d6000157ed11,10,0,0,37732,viz16,0
normal,outliers,10,histogram,7,59a9b67da372d6000157ed11,11,0,0,13370,viz4,0
normal,spike,10,density,0.035,59a9b67da372d6000157ed11,12,0,1,6960,viz9,0
normal,spike,15,density,0.0175,59a9b67da372d6000157ed11,13,0,1,5943,viz1,0
normal,outliers,20,density,0.035,59a9b67da372d6000157ed11,14,0,1,7815,viz16,0
normal,gap,20,scatter,0.0875,59a9b67da372d6000157ed11,15,0,1,6819,viz6,0
normal,spike,20,scatter,0.0875,59a9b67da372d6000157ed11,16,0,1,3511,viz9,0
normal,outliers,15,scatter,0.35,59a9b67da372d6000157ed11,17,0,1,2949,viz6,0
normal,spike,10,scatter,0.35,59a9b67da372d6000157ed11,18,0,0,49544,viz19,0
normal,spike,20,density,0.07,59a9b67da372d6000157ed11,19,0,0,4644,viz8,0
normal,outliers,25,density,0.0175,59e7d3f97f3d71000171def0,1,1,1,82064,viz4,0
normal,outliers,25,histogram,28,59e7d3f97f3d71000171def0,2,1,0,38752,viz8,0
normal,outliers,25,scatter,0.0875,59e7d3f97f3d71000171def0,3,1,1,22744,viz10,0
normal,gap,25,density,0.0175,59e7d3f97f3d71000171def0,4,1,1,16630,viz12,0
normal,gap,25,histogram,28,59e7d3f97f3d71000171def0,5,1,1,40688,viz6,0
normal,gap,25,scatter,0.0875,59e7d3f97f3d71000171def0,6,1,1,9358,viz13,0
normal,spike,25,density,0.0175,59e7d3f97f3d71000171def0,7,1,1,9264,viz14,0
normal,spike,25,histogram,28,59e7d3f97f3d71000171def0,8,1,1,4854,viz5,0
normal,spike,25,scatter,0.0875,59e7d3f97f3d71000171def0,9,1,1,4968,viz4,0
normal,outliers,20,density,0.0175,59e7d3f97f3d71000171def0,10,0,0,31656,viz7,0
normal,spike,20,scatter,0.0875,59e7d3f97f3d71000171def0,11,0,1,23872,viz11,0
normal,gap,20,scatter,0.175,59e7d3f97f3d71000171def0,12,0,1,7494,viz15,0
normal,gap,15,histogram,7,59e7d3f97f3d71000171def0,13,0,0,106626,viz2,0
normal,spike,20,density,0.035,59e7d3f97f3d71000171def0,14,0,1,6116,viz1,0
normal,gap,15,density,0.035,59e7d3f97f3d71000171def0,15,0,0,75582,viz1,0
normal,gap,15,scatter,0.0875,59e7d3f97f3d71000171def0,16,0,1,8468,viz2,0
normal,outliers,20,histogram,7,59e7d3f97f3d71000171def0,17,0,0,39140,viz9,0
normal,gap,20,histogram,7,59e7d3f97f3d71000171def0,18,0,0,10088,viz15,0
normal,spike,20,scatter,0.35,59e7d3f97f3d71000171def0,19,0,0,24528,viz6,0
normal,outliers,10,scatter,0.0875,59e7d3f97f3d71000171def0,20,0,0,9512,viz9,0
normal,gap,15,scatter,0.35,59e7d3f97f3d71000171def0,21,0,1,8188,viz14,0
normal,gap,10,density,0.07,59e7d3f97f3d71000171def0,22,0,0,25780,viz9,0
normal,gap,15,histogram,14,59e7d3f97f3d71000171def0,23,0,1,7354,viz19,0
normal,spike,10,scatter,0.35,59e7d3f97f3d71000171def0,24,0,0,5932,viz15,0
normal,gap,10,histogram,28,59e7d3f97f3d71000171def0,25,0,1,19806,viz9,0
normal,gap,15,density,0.07,59e7d3f97f3d71000171def0,26,0,0,5256,viz10,0
normal,spike,10,histogram,14,59e7d3f97f3d71000171def0,27,0,1,9430,viz20,0
normal,spike,10,scatter,0.0875,59e7d3f97f3d71000171def0,28,0,1,18390,viz15,0
normal,outliers,10,density,0.0175,59e7d3f97f3d71000171def0,29,0,1,10102,viz19,0
normal,gap,10,scatter,0.0875,59e7d3f97f3d71000171def0,30,0,1,17084,viz3,0
normal,spike,20,scatter,0.175,59e7d3f97f3d71000171def0,31,0,1,12154,viz16,0
normal,spike,10,density,0.0175,59e7d3f97f3d71000171def0,32,0,1,4864,viz17,0
normal,gap,10,histogram,7,59e7d3f97f3d71000171def0,33,0,0,15622,viz3,0
normal,spike,20,histogram,14,59e7d3f97f3d71000171def0,34,0,1,4006,viz17,0
normal,outliers,15,density,0.07,59e7d3f97f3d71000171def0,35,0,1,5100,viz18,0
normal,spike,10,density,0.07,59e7d3f97f3d71000171def0,36,0,0,7226,viz9,0
normal,gap,20,histogram,28,59e7d3f97f3d71000171def0,37,0,1,5934,viz15,0
normal,spike,20,histogram,28,59e7d3f97f3d71000171def0,38,0,1,6132,viz9,0
normal,spike,15,density,0.0175,59e7d3f97f3d71000171def0,39,0,1,3444,viz5,0
normal,outliers,10,scatter,0.175,59e7d3f97f3d71000171def0,40,0,0,7494,viz12,0
normal,outliers,15,scatter,0.0875,59e7d3f97f3d71000171def0,41,0,0,11526,viz8,0
normal,outliers,15,density,0.0175,59e7d3f97f3d71000171def0,42,0,0,11716,viz4,0
normal,gap,20,density,0.035,59e7d3f97f3d71000171def0,43,0,1,7174,viz3,0
normal,spike,15,histogram,14,59e7d3f97f3d71000171def0,44,0,1,3574,viz8,0
normal,spike,20,density,0.0175,59e7d3f97f3d71000171def0,45,0,1,4502,viz17,0
normal,outliers,20,scatter,0.35,59e7d3f97f3d71000171def0,46,0,0,10526,viz3,0
normal,spike,15,scatter,0.175,59e7d3f97f3d71000171def0,47,0,0,18182,viz17,0
normal,outliers,10,histogram,7,59e7d3f97f3d71000171def0,48,0,1,12876,viz19,0
normal,gap,20,histogram,14,59e7d3f97f3d71000171def0,49,0,1,5324,viz17,0
normal,spike,10,density,0.035,59e7d3f97f3d71000171def0,50,0,1,10262,viz15,0
normal,spike,10,scatter,0.175,59e7d3f97f3d71000171def0,51,0,0,13922,viz1,0
normal,outliers,20,density,0.07,59e7d3f97f3d71000171def0,52,0,1,6128,viz3,0
normal,outliers,15,scatter,0.35,59e7d3f97f3d71000171def0,53,0,0,6760,viz17,0
normal,outliers,20,scatter,0.175,59e7d3f97f3d71000171def0,54,0,1,10568,viz14,0
normal,spike,15,density,0.035,59e7d3f97f3d71000171def0,55,0,1,4812,viz18,0
normal,gap,20,scatter,0.0875,59e7d3f97f3d71000171def0,56,0,0,12886,viz18,0
normal,outliers,15,scatter,0.175,59e7d3f97f3d71000171def0,57,0,0,16916,viz17,0
normal,outliers,10,histogram,28,59e7d3f97f3d71000171def0,58,0,0,21382,viz5,0
normal,spike,20,histogram,7,59e7d3f97f3d71000171def0,59,0,1,5044,viz8,0
normal,spike,15,histogram,7,59e7d3f97f3d71000171def0,60,0,0,31748,viz2,0
normal,gap,10,density,0.0175,59e7d3f97f3d71000171def0,61,0,1,5518,viz7,0
normal,outliers,20,histogram,14,59e7d3f97f3d71000171def0,62,0,0,12044,viz17,0
normal,spike,10,histogram,7,59e7d3f97f3d71000171def0,63,0,1,5404,viz5,0
normal,outliers,10,density,0.07,59e7d3f97f3d71000171def0,64,0,1,4328,viz12,0
normal,gap,10,scatter,0.35,59e7d3f97f3d71000171def0,65,0,1,4852,viz4,0
normal,outliers,10,density,0.035,59e7d3f97f3d71000171def0,66,0,1,12530,viz7,0
normal,outliers,10,scatter,0.35,59e7d3f97f3d71000171def0,67,0,0,8920,viz1,0
normal,outliers,20,density,0.035,59e7d3f97f3d71000171def0,68,0,0,18096,viz12,0
normal,outliers,10,histogram,14,59e7d3f97f3d71000171def0,69,0,0,9048,viz12,0
normal,outliers,15,histogram,7,59e7d3f97f3d71000171def0,70,0,1,11760,viz2,0
normal,outliers,15,density,0.035,59e7d3f97f3d71000171def0,71,0,0,9128,viz9,0
normal,gap,10,histogram,14,59e7d3f97f3d71000171def0,72,0,0,31196,viz10,0
normal,gap,10,scatter,0.175,59e7d3f97f3d71000171def0,73,0,1,5842,viz6,0
normal,spike,15,scatter,0.35,59e7d3f97f3d71000171def0,74,0,0,10568,viz7,0
normal,spike,15,histogram,28,59e7d3f97f3d71000171def0,75,0,1,5160,viz2,0
normal,gap,20,density,0.07,59e7d3f97f3d71000171def0,76,0,0,13538,viz11,0
normal,outliers,20,scatter,0.0875,59e7d3f97f3d71000171def0,77,0,1,5894,viz20,0
normal,spike,20,density,0.07,59e7d3f97f3d71000171def0,78,0,1,5828,viz14,0
normal,outliers,20,histogram,28,59e7d3f97f3d71000171def0,79,0,0,7668,viz4,0
normal,gap,15,histogram,28,59e7d3f97f3d71000171def0,80,0,1,7758,viz19,0
normal,spike,15,scatter,0.0875,59e7d3f97f3d71000171def0,81,0,1,4378,viz9,0
normal,spike,15,density,0.07,59e7d3f97f3d71000171def0,82,0,1,5220,viz13,0
normal,gap,10,density,0.035,59e7d3f97f3d71000171def0,83,0,0,14750,viz16,0
normal,gap,15,scatter,0.175,59e7d3f97f3d71000171def0,84,0,1,4778,viz4,0
normal,outliers,15,histogram,28,59e7d3f97f3d71000171def0,85,0,0,21930,viz5,0
normal,gap,20,density,0.0175,59e7d3f97f3d71000171def0,86,0,1,9814,viz11,0
normal,gap,15,density,0.0175,59e7d3f97f3d71000171def0,87,0,1,5204,viz15,0
normal,gap,20,scatter,0.35,59e7d3f97f3d71000171def0,88,0,1,4970,viz12,0
normal,spike,10,histogram,28,59e7d3f97f3d71000171def0,89,0,1,6322,viz10,0
normal,outliers,15,histogram,14,59e7d3f97f3d71000171def0,90,0,0,11012,viz5,0
normal,outliers,25,density,0.0175,5a05e32e7ecfc50001be0cc3,1,1,0,42998,viz8,0
normal,outliers,25,histogram,28,5a05e32e7ecfc50001be0cc3,2,1,1,30032,viz13,0
normal,outliers,25,scatter,0.0875,5a05e32e7ecfc50001be0cc3,3,1,0,31210,viz1,0
normal,gap,25,density,0.0175,5a05e32e7ecfc50001be0cc3,4,1,0,31072,viz11,0
normal,gap,25,histogram,28,5a05e32e7ecfc50001be0cc3,5,1,1,19086,viz10,0
normal,gap,25,scatter,0.0875,5a05e32e7ecfc50001be0cc3,6,1,1,11915,viz12,0
normal,spike,25,density,0.0175,5a05e32e7ecfc50001be0cc3,7,1,1,8203,viz8,0
normal,spike,25,histogram,28,5a05e32e7ecfc50001be0cc3,8,1,0,14382,viz8,0
normal,spike,25,scatter,0.0875,5a05e32e7ecfc50001be0cc3,9,1,0,9317,viz10,0
normal,gap,15,histogram,7,5a05e32e7ecfc50001be0cc3,10,0,0,13061,viz17,0
normal,spike,10,density,0.0175,5a05e32e7ecfc50001be0cc3,11,0,1,29989,viz19,0
normal,spike,20,histogram,28,5a05e32e7ecfc50001be0cc3,12,0,1,12804,viz9,0
normal,spike,15,histogram,28,5a05e32e7ecfc50001be0cc3,13,0,0,14799,viz6,0
normal,gap,20,scatter,0.0875,5a05e32e7ecfc50001be0cc3,14,0,0,15042,viz2,0
normal,gap,10,density,0.07,5a05e32e7ecfc50001be0cc3,15,0,0,20889,viz11,0
normal,spike,10,scatter,0.175,5a05e32e7ecfc50001be0cc3,16,0,0,11842,viz1,0
normal,outliers,15,density,0.07,5a05e32e7ecfc50001be0cc3,17,0,1,13636,viz18,0
normal,outliers,10,density,0.07,5a05e32e7ecfc50001be0cc3,18,0,1,9142,viz20,0
normal,outliers,15,scatter,0.35,5a05e32e7ecfc50001be0cc3,19,0,1,16399,viz9,0
normal,spike,15,scatter,0.0875,5a05e32e7ecfc50001be0cc3,20,0,1,10968,viz20,0
normal,gap,15,histogram,14,5a05e32e7ecfc50001be0cc3,21,0,0,20482,viz3,0
normal,spike,10,histogram,7,5a05e32e7ecfc50001be0cc3,22,0,0,36419,viz8,0
normal,outliers,15,density,0.035,5a05e32e7ecfc50001be0cc3,23,0,1,88240,viz7,0
normal,outliers,10,density,0.035,5a05e32e7ecfc50001be0cc3,24,0,0,5374,viz4,0
normal,outliers,10,density,0.0175,5a05e32e7ecfc50001be0cc3,25,0,0,20562,viz18,0
normal,outliers,15,histogram,7,5a05e32e7ecfc50001be0cc3,26,0,0,14441,viz14,0
normal,outliers,20,scatter,0.0875,5a05e32e7ecfc50001be0cc3,27,0,0,6766,viz2,0
normal,outliers,20,density,0.0175,5a05e32e7ecfc50001be0cc3,28,0,0,9064,viz8,0
normal,gap,10,scatter,0.35,5a05e32e7ecfc50001be0cc3,29,0,0,6633,viz14,0
normal,spike,20,density,0.0175,5a05e32e7ecfc50001be0cc3,30,0,1,7633,viz9,0
normal,gap,10,density,0.0175,5a05e32e7ecfc50001be0cc3,31,0,0,13141,viz3,0
normal,outliers,15,density,0.0175,5a05e32e7ecfc50001be0cc3,32,0,0,26175,viz12,0
normal,spike,20,scatter,0.35,5a05e32e7ecfc50001be0cc3,33,0,0,11876,viz15,0
normal,outliers,20,density,0.035,5a05e32e7ecfc50001be0cc3,34,0,0,8331,viz5,0
normal,gap,20,histogram,14,5a05e32e7ecfc50001be0cc3,35,0,0,19500,viz12,0
normal,gap,20,density,0.0175,5a05e32e7ecfc50001be0cc3,36,0,0,14375,viz10,0
normal,spike,20,density,0.07,5a05e32e7ecfc50001be0cc3,37,0,0,119542,viz2,0
normal,spike,15,scatter,0.175,5a05e32e7ecfc50001be0cc3,38,0,0,4519,viz7,0
normal,spike,10,scatter,0.0875,5a05e32e7ecfc50001be0cc3,39,0,0,4260,viz10,0
normal,gap,20,scatter,0.175,5a05e32e7ecfc50001be0cc3,40,0,0,8389,viz4,0
normal,outliers,20,histogram,14,5a05e32e7ecfc50001be0cc3,41,0,0,47678,viz3,0
normal,outliers,10,histogram,7,5a05e32e7ecfc50001be0cc3,42,0,0,13673,viz7,0
normal,gap,15,scatter,0.35,5a05e32e7ecfc50001be0cc3,43,0,0,19082,viz17,0
normal,gap,20,histogram,28,5a05e32e7ecfc50001be0cc3,44,0,0,7239,viz11,0
normal,spike,15,scatter,0.35,5a05e32e7ecfc50001be0cc3,45,0,0,6347,viz3,0
normal,spike,15,density,0.07,5a05e32e7ecfc50001be0cc3,46,0,0,13715,viz8,0
normal,gap,15,density,0.035,5a05e32e7ecfc50001be0cc3,47,0,1,15039,viz12,0
normal,spike,20,histogram,7,5a05e32e7ecfc50001be0cc3,48,0,1,23782,viz5,0
normal,outliers,10,scatter,0.175,5a05e32e7ecfc50001be0cc3,49,0,1,11161,viz14,0
normal,outliers,20,histogram,7,5a05e32e7ecfc50001be0cc3,50,0,0,10027,viz6,0
normal,gap,20,density,0.035,5a05e32e7ecfc50001be0cc3,51,0,1,6586,viz1,0
normal,spike,10,density,0.035,5a05e32e7ecfc50001be0cc3,52,0,0,4964,viz7,0
normal,outliers,10,histogram,14,5a05e32e7ecfc50001be0cc3,53,0,0,11081,viz16,0
normal,spike,15,density,0.035,5a05e32e7ecfc50001be0cc3,54,0,1,27485,viz7,0
normal,outliers,10,histogram,28,5a05e32e7ecfc50001be0cc3,55,0,0,8591,viz5,0
normal,outliers,15,histogram,28,5a05e32e7ecfc50001be0cc3,56,0,1,3052,viz1,0
normal,outliers,15,scatter,0.0875,5a05e32e7ecfc50001be0cc3,57,0,0,3981,viz11,0
normal,gap,15,scatter,0.175,5a05e32e7ecfc50001be0cc3,58,0,0,12622,viz14,0
normal,gap,15,scatter,0.0875,5a05e32e7ecfc50001be0cc3,59,0,1,6226,viz18,0
normal,outliers,15,scatter,0.175,5a05e32e7ecfc50001be0cc3,60,0,0,5603,viz12,0
normal,gap,15,density,0.07,5a05e32e7ecfc50001be0cc3,61,0,1,13861,viz8,0
normal,spike,10,scatter,0.35,5a05e32e7ecfc50001be0cc3,62,0,0,9134,viz7,0
normal,spike,10,histogram,28,5a05e32e7ecfc50001be0cc3,63,0,1,16134,viz12,0
normal,spike,20,histogram,14,5a05e32e7ecfc50001be0cc3,64,0,1,5182,viz14,0
normal,spike,10,histogram,14,5a05e32e7ecfc50001be0cc3,65,0,1,4493,viz18,0
normal,outliers,10,scatter,0.35,5a05e32e7ecfc50001be0cc3,66,0,0,7640,viz5,0
normal,gap,20,histogram,7,5a05e32e7ecfc50001be0cc3,67,0,0,10398,viz13,0
normal,outliers,20,density,0.07,5a05e32e7ecfc50001be0cc3,68,0,1,6368,viz19,0
normal,spike,15,histogram,14,5a05e32e7ecfc50001be0cc3,69,0,1,3992,viz2,0
normal,outliers,15,histogram,14,5a05e32e7ecfc50001be0cc3,70,0,0,8102,viz15,0
normal,gap,20,density,0.07,5a05e32e7ecfc50001be0cc3,71,0,1,9654,viz8,0
normal,spike,10,density,0.07,5a05e32e7ecfc50001be0cc3,72,0,0,10627,viz3,0
normal,outliers,20,histogram,28,5a05e32e7ecfc50001be0cc3,73,0,0,4048,viz18,0
normal,gap,10,scatter,0.175,5a05e32e7ecfc50001be0cc3,74,0,1,6528,viz12,0
normal,spike,15,histogram,7,5a05e32e7ecfc50001be0cc3,75,0,1,4904,viz8,0
normal,outliers,20,scatter,0.175,5a05e32e7ecfc50001be0cc3,76,0,0,4961,viz9,0
normal,gap,20,scatter,0.35,5a05e32e7ecfc50001be0cc3,77,0,1,5814,viz19,0
normal,gap,10,histogram,7,5a05e32e7ecfc50001be0cc3,78,0,0,6082,viz10,0
normal,gap,10,histogram,14,5a05e32e7ecfc50001be0cc3,79,0,0,7096,viz16,0
normal,outliers,10,scatter,0.0875,5a05e32e7ecfc50001be0cc3,80,0,1,5072,viz15,0
normal,spike,20,scatter,0.0875,5a05e32e7ecfc50001be0cc3,81,0,0,5503,viz18,0
normal,spike,20,scatter,0.175,5a05e32e7ecfc50001be0cc3,82,0,0,5261,viz11,0
normal,gap,15,density,0.0175,5a05e32e7ecfc50001be0cc3,83,0,0,14046,viz16,0
normal,spike,20,density,0.035,5a05e32e7ecfc50001be0cc3,84,0,1,4555,viz7,0
normal,gap,10,scatter,0.0875,5a05e32e7ecfc50001be0cc3,85,0,0,4350,viz17,0
